jump_id,jump_name,jump_team,jump_id_2,jump_name_2,jump_team_2,grab_id,grab_name,grab_team,period,at_time,game_id,WL,height,weight,height_2,weight_2,question,win_jb,lose_jb
201188,Marc Gasol,MEM,203999,Nikola Jokic,DEN,1628991,Jaren Jackson Jr.,MEM,1,12:00,0021800158,W,211.0,116.0,213.0,129.0,False,True,False
201188,Marc Gasol,MEM,203914,Gary Harris,DEN,1628991,Jaren Jackson Jr.,MEM,3,7:55,0021800158,W,211.0,116.0,193.0,95.0,False,True,False
203999,Nikola Jokic,DEN,201188,Marc Gasol,MEM,1628991,Jaren Jackson Jr.,MEM,1,12:00,0021800158,L,213.0,129.0,211.0,116.0,False,False,True
203914,Gary Harris,DEN,201188,Marc Gasol,MEM,1628991,Jaren Jackson Jr.,MEM,3,7:55,0021800158,L,193.0,95.0,211.0,116.0,False,False,True
203076,Anthony Davis,NOP,1628976,Wendell Carter Jr.,CHI,203953,Jabari Parker,CHI,1,12:00,0021800159,W,208.0,115.0,206.0,122.0,False,False,True
1628976,Wendell Carter Jr.,CHI,203076,Anthony Davis,NOP,203953,Jabari Parker,CHI,1,12:00,0021800159,L,206.0,122.0,208.0,115.0,False,True,False
203497,Rudy Gobert,UTA,201599,DeAndre Jordan,DAL,1629029,Luka Doncic,DAL,1,12:00,0021800160,W,216.0,117.0,211.0,120.0,False,False,True
201599,DeAndre Jordan,DAL,203497,Rudy Gobert,UTA,1629029,Luka Doncic,DAL,1,12:00,0021800160,L,211.0,120.0,216.0,117.0,False,True,False
1626161,Willie Cauley-Stein,SAC,201586,Serge Ibaka,TOR,1628368,De'Aaron Fox,SAC,1,12:00,0021800161,L,213.0,109.0,213.0,107.0,False,True,False
1626161,Willie Cauley-Stein,SAC,201586,Serge Ibaka,TOR,1610612761,,,3,5:35,0021800161,L,213.0,109.0,213.0,107.0,True,False,False
201586,Serge Ibaka,TOR,1626161,Willie Cauley-Stein,SAC,1628368,De'Aaron Fox,SAC,1,12:00,0021800161,W,213.0,107.0,213.0,109.0,False,False,True
201586,Serge Ibaka,TOR,1626161,Willie Cauley-Stein,SAC,1610612761,,,3,5:35,0021800161,W,213.0,107.0,213.0,109.0,True,False,False
201580,JaVale McGee,LAL,1626157,Karl-Anthony Towns,MIN,2544,LeBron James,LAL,1,12:00,0021800162,W,213.0,122.0,211.0,112.0,False,True,False
1626157,Karl-Anthony Towns,MIN,201580,JaVale McGee,LAL,2544,LeBron James,LAL,1,12:00,0021800162,L,211.0,112.0,213.0,122.0,False,False,True
203500,Steven Adams,OKC,203991,Clint Capela,HOU,203471,Dennis Schroder,OKC,1,12:00,0021800163,W,211.0,120.0,208.0,109.0,False,True,False
1628390,Terrance Ferguson,OKC,101108,Chris Paul,HOU,200782,P.J. Tucker,HOU,2,0:53,0021800163,W,198.0,86.0,185.0,79.0,False,False,True
203500,Steven Adams,OKC,101108,Chris Paul,HOU,201935,James Harden,HOU,4,6:02,0021800163,W,211.0,120.0,185.0,79.0,False,False,True
203500,Steven Adams,OKC,203516,James Ennis III,HOU,202331,Paul George,OKC,4,5:37,0021800163,W,211.0,120.0,198.0,98.0,False,True,False
203991,Clint Capela,HOU,203500,Steven Adams,OKC,203471,Dennis Schroder,OKC,1,12:00,0021800163,L,208.0,109.0,211.0,120.0,False,False,True
101108,Chris Paul,HOU,1628390,Terrance Ferguson,OKC,200782,P.J. Tucker,HOU,2,0:53,0021800163,L,185.0,79.0,198.0,86.0,False,True,False
101108,Chris Paul,HOU,203500,Steven Adams,OKC,201935,James Harden,HOU,4,6:02,0021800163,L,185.0,79.0,211.0,120.0,False,True,False
203516,James Ennis III,HOU,203500,Steven Adams,OKC,202331,Paul George,OKC,4,5:37,0021800163,L,198.0,98.0,211.0,120.0,False,False,True
1629028,Deandre Ayton,PHX,201143,Al Horford,BOS,202681,Kyrie Irving,BOS,1,12:00,0021800164,L,211.0,113.0,206.0,109.0,False,False,True
203477,Isaiah Canaan,PHX,202681,Kyrie Irving,BOS,202694,Marcus Morris Sr.,BOS,2,3:21,0021800164,L,,,188.0,88.0,False,False,True
1629028,Deandre Ayton,PHX,201143,Al Horford,BOS,2772,Trevor Ariza,PHX,5,5:00,0021800164,L,211.0,113.0,206.0,109.0,False,True,False
201143,Al Horford,BOS,1629028,Deandre Ayton,PHX,202681,Kyrie Irving,BOS,1,12:00,0021800164,W,206.0,109.0,211.0,113.0,False,True,False
202681,Kyrie Irving,BOS,203477,Isaiah Canaan,PHX,202694,Marcus Morris Sr.,BOS,2,3:21,0021800164,W,188.0,88.0,,,False,True,False
201143,Al Horford,BOS,1629028,Deandre Ayton,PHX,2772,Trevor Ariza,PHX,5,5:00,0021800164,W,206.0,109.0,211.0,113.0,False,False,True
203994,Jusuf Nurkic,POR,1626246,Boban Marjanovic,LAC,202329,Al-Farouq Aminu,POR,1,12:00,0021800165,W,213.0,132.0,224.0,132.0,False,True,False
203994,Jusuf Nurkic,POR,1626246,Boban Marjanovic,LAC,202329,Al-Farouq Aminu,POR,1,9:58,0021800165,W,213.0,132.0,224.0,132.0,False,True,False
203994,Jusuf Nurkic,POR,1626246,Boban Marjanovic,LAC,201976,Patrick Beverley,LAC,1,6:17,0021800165,W,213.0,132.0,224.0,132.0,False,False,True
1628380,Zach Collins,POR,201976,Patrick Beverley,LAC,202323,Evan Turner,POR,4,7:36,0021800165,W,211.0,113.0,185.0,82.0,False,True,False
1626246,Boban Marjanovic,LAC,203994,Jusuf Nurkic,POR,202329,Al-Farouq Aminu,POR,1,12:00,0021800165,L,224.0,132.0,213.0,132.0,False,False,True
1626246,Boban Marjanovic,LAC,203994,Jusuf Nurkic,POR,202329,Al-Farouq Aminu,POR,1,9:58,0021800165,L,224.0,132.0,213.0,132.0,False,False,True
1626246,Boban Marjanovic,LAC,203994,Jusuf Nurkic,POR,201976,Patrick Beverley,LAC,1,6:17,0021800165,L,224.0,132.0,213.0,132.0,False,True,False
201976,Patrick Beverley,LAC,1628380,Zach Collins,POR,202323,Evan Turner,POR,4,7:36,0021800165,L,185.0,82.0,211.0,113.0,False,False,True
1627745,Damian Jones,GSW,201572,Brook Lopez,MIL,203507,Giannis Antetokounmpo,MIL,1,12:00,0021800166,L,211.0,111.0,213.0,128.0,False,False,True
201572,Brook Lopez,MIL,1627745,Damian Jones,GSW,203507,Giannis Antetokounmpo,MIL,1,12:00,0021800166,W,213.0,128.0,211.0,111.0,False,True,False
202696,Nikola Vucevic,ORL,2730,Dwight Howard,WAS,202322,John Wall,WAS,1,12:00,0021800167,W,211.0,118.0,208.0,120.0,False,False,True
2730,Dwight Howard,WAS,202696,Nikola Vucevic,ORL,202322,John Wall,WAS,1,12:00,0021800167,L,208.0,120.0,211.0,118.0,False,True,False
203954,Joel Embiid,PHI,203469,Cody Zeller,CHA,1627732,Ben Simmons,PHI,1,12:00,0021800168,W,213.0,127.0,213.0,109.0,False,True,False
1628365,Markelle Fultz,PHI,202687,Bismack Biyombo,CHA,1610612755,,,2,10:46,0021800168,W,190.0,95.0,203.0,116.0,True,False,False
203954,Joel Embiid,PHI,1626195,Willy Hernangomez,CHA,1627732,Ben Simmons,PHI,5,5:00,0021800168,W,213.0,127.0,211.0,113.0,False,True,False
203469,Cody Zeller,CHA,203954,Joel Embiid,PHI,1627732,Ben Simmons,PHI,1,12:00,0021800168,L,213.0,109.0,213.0,127.0,False,False,True
202687,Bismack Biyombo,CHA,1628365,Markelle Fultz,PHI,1610612755,,,2,10:46,0021800168,L,203.0,116.0,190.0,95.0,True,False,False
1626195,Willy Hernangomez,CHA,203954,Joel Embiid,PHI,1627732,Ben Simmons,PHI,5,5:00,0021800168,L,211.0,113.0,213.0,127.0,False,False,True
203458,Alex Len,ATL,203083,Andre Drummond,DET,201933,Blake Griffin,DET,1,12:00,0021800169,L,213.0,113.0,208.0,127.0,False,False,True
203083,Andre Drummond,DET,203458,Alex Len,ATL,201933,Blake Griffin,DET,1,12:00,0021800169,W,208.0,127.0,213.0,113.0,False,True,False
202355,Hassan Whiteside,MIA,1626167,Myles Turner,IND,201954,Darren Collison,IND,1,12:00,0021800170,L,213.0,120.0,211.0,113.0,False,False,True
202355,Hassan Whiteside,MIA,201152,Thaddeus Young,IND,1626196,Josh Richardson,MIA,2,4:54,0021800170,L,213.0,120.0,203.0,107.0,False,True,False
202355,Hassan Whiteside,MIA,202709,Cory Joseph,IND,202711,Bojan Bogdanovic,IND,3,10:00,0021800170,L,213.0,120.0,190.0,91.0,False,False,True
1626167,Myles Turner,IND,202355,Hassan Whiteside,MIA,201954,Darren Collison,IND,1,12:00,0021800170,W,211.0,113.0,213.0,120.0,False,True,False
201152,Thaddeus Young,IND,202355,Hassan Whiteside,MIA,1626196,Josh Richardson,MIA,2,4:54,0021800170,W,203.0,107.0,213.0,120.0,False,False,True
202709,Cory Joseph,IND,202355,Hassan Whiteside,MIA,202711,Bojan Bogdanovic,IND,3,10:00,0021800170,W,190.0,91.0,213.0,120.0,False,True,False
203999,Nikola Jokic,DEN,1628386,Jarrett Allen,BKN,1626156,D'Angelo Russell,BKN,1,12:00,0021800171,L,213.0,129.0,211.0,110.0,False,False,True
1628386,Jarrett Allen,BKN,203999,Nikola Jokic,DEN,1626156,D'Angelo Russell,BKN,1,12:00,0021800171,W,211.0,110.0,213.0,129.0,False,True,False
203497,Rudy Gobert,UTA,201143,Al Horford,BOS,201937,Ricky Rubio,UTA,1,12:00,0021800172,W,216.0,117.0,206.0,109.0,False,True,False
201143,Al Horford,BOS,203497,Rudy Gobert,UTA,201937,Ricky Rubio,UTA,1,12:00,0021800172,L,206.0,109.0,216.0,117.0,False,False,True
1626161,Willie Cauley-Stein,SAC,1626157,Karl-Anthony Towns,MIN,201959,Taj Gibson,MIN,1,12:00,0021800173,W,213.0,109.0,211.0,112.0,False,False,True
202357,Nemanja Bjelica,SAC,201229,Anthony Tolliver,MIN,1626145,Tyus Jones,MIN,4,1:27,0021800173,W,208.0,106.0,203.0,109.0,False,False,True
1626157,Karl-Anthony Towns,MIN,1626161,Willie Cauley-Stein,SAC,201959,Taj Gibson,MIN,1,12:00,0021800173,L,211.0,112.0,213.0,109.0,False,True,False
201229,Anthony Tolliver,MIN,202357,Nemanja Bjelica,SAC,1626145,Tyus Jones,MIN,4,1:27,0021800173,L,203.0,109.0,208.0,106.0,False,True,False
201586,Serge Ibaka,TOR,1629011,Mitchell Robinson,NYK,202695,Kawhi Leonard,TOR,1,12:00,0021800174,W,213.0,107.0,213.0,109.0,False,True,False
1629011,Mitchell Robinson,NYK,201586,Serge Ibaka,TOR,202695,Kawhi Leonard,TOR,1,12:00,0021800174,L,213.0,109.0,213.0,107.0,False,False,True
101162,Marcin Gortat,LAC,201572,Brook Lopez,MIL,203507,Giannis Antetokounmpo,MIL,1,12:00,0021800175,W,,,213.0,128.0,False,False,True
1626149,Montrezl Harrell,LAC,201572,Brook Lopez,MIL,203507,Giannis Antetokounmpo,MIL,5,5:00,0021800175,W,201.0,109.0,213.0,128.0,False,False,True
201572,Brook Lopez,MIL,101162,Marcin Gortat,LAC,203507,Giannis Antetokounmpo,MIL,1,12:00,0021800175,L,213.0,128.0,,,False,True,False
201572,Brook Lopez,MIL,1626149,Montrezl Harrell,LAC,203507,Giannis Antetokounmpo,MIL,5,5:00,0021800175,L,213.0,128.0,201.0,109.0,False,True,False
203076,Anthony Davis,NOP,1629028,Deandre Ayton,PHX,202325,Wesley Johnson,NOP,1,12:00,0021800176,W,208.0,115.0,211.0,113.0,False,True,False
1629028,Deandre Ayton,PHX,203076,Anthony Davis,NOP,202325,Wesley Johnson,NOP,1,12:00,0021800176,L,211.0,113.0,208.0,115.0,False,False,True
202355,Hassan Whiteside,MIA,2730,Dwight Howard,WAS,202322,John Wall,WAS,1,12:00,0021800177,L,213.0,120.0,208.0,120.0,False,False,True
2730,Dwight Howard,WAS,202355,Hassan Whiteside,MIA,202322,John Wall,WAS,1,12:00,0021800177,W,208.0,120.0,213.0,120.0,False,True,False
1628976,Wendell Carter Jr.,CHI,202684,Tristan Thompson,CLE,1626204,Larry Nance Jr.,CLE,1,12:00,0021800178,W,206.0,122.0,206.0,115.0,False,False,True
1627885,Shaquille Harrison,CHI,1627790,Ante Zizic,CLE,203200,Justin Holiday,CHI,4,10:34,0021800178,W,201.0,86.0,208.0,121.0,False,True,False
202684,Tristan Thompson,CLE,1628976,Wendell Carter Jr.,CHI,1626204,Larry Nance Jr.,CLE,1,12:00,0021800178,L,206.0,115.0,206.0,122.0,False,True,False
1627790,Ante Zizic,CLE,1627885,Shaquille Harrison,CHI,203200,Justin Holiday,CHI,4,10:34,0021800178,L,208.0,121.0,201.0,86.0,False,False,True
201188,Marc Gasol,MEM,203954,Joel Embiid,PHI,1629013,Landry Shamet,PHI,1,12:00,0021800179,W,211.0,116.0,213.0,127.0,False,False,True
201188,Marc Gasol,MEM,203954,Joel Embiid,PHI,204456,T.J. McConnell,PHI,5,5:00,0021800179,W,211.0,116.0,213.0,127.0,False,False,True
203954,Joel Embiid,PHI,201188,Marc Gasol,MEM,1629013,Landry Shamet,PHI,1,12:00,0021800179,L,213.0,127.0,211.0,116.0,False,True,False
203954,Joel Embiid,PHI,201188,Marc Gasol,MEM,204456,T.J. McConnell,PHI,5,5:00,0021800179,L,213.0,127.0,211.0,116.0,False,True,False
200746,LaMarcus Aldridge,SAS,203991,Clint Capela,HOU,200782,P.J. Tucker,HOU,1,12:00,0021800180,W,211.0,113.0,208.0,109.0,False,False,True
201967,Dante Cunningham,SAS,203991,Clint Capela,HOU,1628401,Derrick White,SAS,1,11:27,0021800180,W,203.0,104.0,208.0,109.0,False,True,False
203991,Clint Capela,HOU,200746,LaMarcus Aldridge,SAS,200782,P.J. Tucker,HOU,1,12:00,0021800180,L,208.0,109.0,211.0,113.0,False,True,False
203991,Clint Capela,HOU,201967,Dante Cunningham,SAS,1628401,Derrick White,SAS,1,11:27,0021800180,L,208.0,109.0,203.0,104.0,False,False,True
201599,DeAndre Jordan,DAL,203500,Steven Adams,OKC,203471,Dennis Schroder,OKC,1,12:00,0021800181,W,211.0,120.0,211.0,120.0,False,False,True
203939,Dwight Powell,DAL,203457,Nerlens Noel,OKC,2734,Devin Harris,DAL,2,10:48,0021800181,W,208.0,109.0,208.0,100.0,False,True,False
203500,Steven Adams,OKC,201599,DeAndre Jordan,DAL,203471,Dennis Schroder,OKC,1,12:00,0021800181,L,211.0,120.0,211.0,120.0,False,True,False
203457,Nerlens Noel,OKC,203939,Dwight Powell,DAL,2734,Devin Harris,DAL,2,10:48,0021800181,L,208.0,100.0,208.0,109.0,False,False,True
1627745,Damian Jones,GSW,1628386,Jarrett Allen,BKN,203925,Joe Harris,BKN,1,12:00,0021800182,W,211.0,111.0,211.0,110.0,False,False,True
201142,Kevin Durant,GSW,203915,Spencer Dinwiddie,BKN,1627745,Damian Jones,GSW,3,6:14,0021800182,W,208.0,109.0,196.0,98.0,False,True,False
1628386,Jarrett Allen,BKN,1627745,Damian Jones,GSW,203925,Joe Harris,BKN,1,12:00,0021800182,L,211.0,110.0,211.0,111.0,False,True,False
203915,Spencer Dinwiddie,BKN,201142,Kevin Durant,GSW,1627745,Damian Jones,GSW,3,6:14,0021800182,L,196.0,98.0,208.0,109.0,False,False,True
1626161,Willie Cauley-Stein,SAC,201580,JaVale McGee,LAL,1628366,Lonzo Ball,LAL,1,12:00,0021800183,L,213.0,109.0,213.0,122.0,False,False,True
201580,JaVale McGee,LAL,1626161,Willie Cauley-Stein,SAC,1628366,Lonzo Ball,LAL,1,12:00,0021800183,W,213.0,122.0,213.0,109.0,False,True,False
203083,Andre Drummond,DET,203469,Cody Zeller,CHA,201933,Blake Griffin,DET,1,12:00,0021800184,L,208.0,127.0,213.0,109.0,False,True,False
203469,Cody Zeller,CHA,203083,Andre Drummond,DET,201933,Blake Griffin,DET,1,12:00,0021800184,W,213.0,109.0,208.0,127.0,False,False,True
203991,Clint Capela,HOU,1626167,Myles Turner,IND,200782,P.J. Tucker,HOU,1,12:00,0021800185,W,208.0,109.0,211.0,113.0,False,True,False
1626167,Myles Turner,IND,203991,Clint Capela,HOU,200782,P.J. Tucker,HOU,1,12:00,0021800185,L,211.0,113.0,208.0,109.0,False,False,True
1629011,Mitchell Robinson,NYK,202696,Nikola Vucevic,ORL,1628373,Frank Ntilikina,NYK,1,12:00,0021800186,L,213.0,109.0,211.0,118.0,False,True,False
1629011,Mitchell Robinson,NYK,203082,Terrence Ross,ORL,1628964,Mo Bamba,ORL,3,0:42,0021800186,L,213.0,109.0,198.0,93.0,False,False,True
202696,Nikola Vucevic,ORL,1629011,Mitchell Robinson,NYK,1628373,Frank Ntilikina,NYK,1,12:00,0021800186,W,211.0,118.0,213.0,109.0,False,False,True
203082,Terrence Ross,ORL,1629011,Mitchell Robinson,NYK,1628964,Mo Bamba,ORL,3,0:42,0021800186,W,198.0,93.0,213.0,109.0,False,True,False
203999,Nikola Jokic,DEN,201572,Brook Lopez,MIL,200794,Paul Millsap,DEN,1,12:00,0021800187,L,213.0,129.0,213.0,128.0,False,True,False
203999,Nikola Jokic,DEN,203507,Giannis Antetokounmpo,MIL,201572,Brook Lopez,MIL,3,7:51,0021800187,L,213.0,129.0,211.0,110.0,False,False,True
201572,Brook Lopez,MIL,203999,Nikola Jokic,DEN,200794,Paul Millsap,DEN,1,12:00,0021800187,W,213.0,128.0,213.0,129.0,False,False,True
203507,Giannis Antetokounmpo,MIL,203999,Nikola Jokic,DEN,201572,Brook Lopez,MIL,3,7:51,0021800187,W,211.0,110.0,213.0,129.0,False,True,False
203994,Jusuf Nurkic,POR,201143,Al Horford,BOS,203081,Damian Lillard,POR,1,12:00,0021800188,W,213.0,132.0,206.0,109.0,False,True,False
201143,Al Horford,BOS,203994,Jusuf Nurkic,POR,203081,Damian Lillard,POR,1,12:00,0021800188,L,206.0,109.0,213.0,132.0,False,False,True
201580,JaVale McGee,LAL,203458,Alex Len,ATL,2544,LeBron James,LAL,1,12:00,0021800189,W,213.0,122.0,213.0,113.0,False,True,False
1627742,Brandon Ingram,LAL,203458,Alex Len,ATL,1629016,Omari Spellman,ATL,1,9:23,0021800189,W,201.0,86.0,213.0,113.0,False,False,True
203458,Alex Len,ATL,201580,JaVale McGee,LAL,2544,LeBron James,LAL,1,12:00,0021800189,L,213.0,113.0,213.0,122.0,False,False,True
203458,Alex Len,ATL,1627742,Brandon Ingram,LAL,1629016,Omari Spellman,ATL,1,9:23,0021800189,L,213.0,113.0,201.0,86.0,False,True,False
2730,Dwight Howard,WAS,202696,Nikola Vucevic,ORL,202322,John Wall,WAS,1,12:00,0021800190,W,208.0,120.0,211.0,118.0,False,True,False
202322,John Wall,WAS,1626170,Jerian Grant,ORL,203095,Evan Fournier,ORL,2,6:28,0021800190,W,193.0,95.0,193.0,93.0,False,False,True
1626162,Kelly Oubre Jr.,WAS,203613,Jonathon Simmons,ORL,202693,Markieff Morris,WAS,4,6:52,0021800190,W,201.0,92.0,198.0,88.0,False,True,False
202696,Nikola Vucevic,ORL,2730,Dwight Howard,WAS,202322,John Wall,WAS,1,12:00,0021800190,L,211.0,118.0,208.0,120.0,False,False,True
1626170,Jerian Grant,ORL,202322,John Wall,WAS,203095,Evan Fournier,ORL,2,6:28,0021800190,L,193.0,93.0,193.0,95.0,False,True,False
203613,Jonathon Simmons,ORL,1626162,Kelly Oubre Jr.,WAS,202693,Markieff Morris,WAS,4,6:52,0021800190,L,198.0,88.0,201.0,92.0,False,False,True
202355,Hassan Whiteside,MIA,203954,Joel Embiid,PHI,201609,Goran Dragic,MIA,1,12:00,0021800191,L,213.0,120.0,213.0,127.0,False,True,False
203954,Joel Embiid,PHI,202355,Hassan Whiteside,MIA,201609,Goran Dragic,MIA,1,12:00,0021800191,W,213.0,127.0,213.0,120.0,False,False,True
201586,Serge Ibaka,TOR,203076,Anthony Davis,NOP,201950,Jrue Holiday,NOP,1,12:00,0021800192,L,213.0,107.0,208.0,115.0,False,False,True
203076,Anthony Davis,NOP,201586,Serge Ibaka,TOR,201950,Jrue Holiday,NOP,1,12:00,0021800192,W,208.0,115.0,213.0,107.0,False,True,False
1628976,Wendell Carter Jr.,CHI,201599,DeAndre Jordan,DAL,1629029,Luka Doncic,DAL,1,12:00,0021800193,L,206.0,122.0,211.0,120.0,False,False,True
201599,DeAndre Jordan,DAL,1628976,Wendell Carter Jr.,CHI,1629029,Luka Doncic,DAL,1,12:00,0021800193,W,211.0,120.0,206.0,122.0,False,True,False
201188,Marc Gasol,MEM,203497,Rudy Gobert,UTA,202324,Derrick Favors,UTA,1,12:00,0021800194,L,211.0,116.0,216.0,117.0,False,False,True
203497,Rudy Gobert,UTA,201188,Marc Gasol,MEM,202324,Derrick Favors,UTA,1,12:00,0021800194,W,216.0,117.0,211.0,116.0,False,True,False
1626157,Karl-Anthony Towns,MIN,1626178,Rondae Hollis-Jefferson,BKN,201565,Derrick Rose,MIN,1,12:00,0021800195,W,211.0,112.0,198.0,98.0,False,True,False
1626178,Rondae Hollis-Jefferson,BKN,1626157,Karl-Anthony Towns,MIN,201565,Derrick Rose,MIN,1,12:00,0021800195,L,198.0,98.0,211.0,112.0,False,False,True
203500,Steven Adams,OKC,1629028,Deandre Ayton,PHX,203471,Dennis Schroder,OKC,1,12:00,0021800196,W,211.0,120.0,211.0,113.0,False,True,False
203471,Dennis Schroder,OKC,203477,Isaiah Canaan,PHX,202331,Paul George,OKC,3,2:41,0021800196,W,185.0,78.0,,,False,True,False
1629028,Deandre Ayton,PHX,203500,Steven Adams,OKC,203471,Dennis Schroder,OKC,1,12:00,0021800196,L,211.0,113.0,211.0,120.0,False,False,True
203477,Isaiah Canaan,PHX,203471,Dennis Schroder,OKC,202331,Paul George,OKC,3,2:41,0021800196,L,,,185.0,78.0,False,False,True
1626161,Willie Cauley-Stein,SAC,200746,LaMarcus Aldridge,SAS,202357,Nemanja Bjelica,SAC,1,12:00,0021800197,W,213.0,109.0,211.0,113.0,False,True,False
200746,LaMarcus Aldridge,SAS,1626161,Willie Cauley-Stein,SAC,202357,Nemanja Bjelica,SAC,1,12:00,0021800197,L,211.0,113.0,213.0,109.0,False,False,True
101162,Marcin Gortat,LAC,1627745,Damian Jones,GSW,202699,Tobias Harris,LAC,1,12:00,0021800198,W,,,211.0,111.0,False,True,False
1626149,Montrezl Harrell,LAC,1626172,Kevon Looney,GSW,203110,Draymond Green,GSW,4,5:35,0021800198,W,201.0,109.0,206.0,101.0,False,False,True
1626149,Montrezl Harrell,LAC,1626172,Kevon Looney,GSW,203110,Draymond Green,GSW,4,1:07,0021800198,W,201.0,109.0,206.0,101.0,False,False,True
201976,Patrick Beverley,LAC,1628035,Alfonzo McKinnie,GSW,1626172,Kevon Looney,GSW,5,2:02,0021800198,W,185.0,82.0,201.0,98.0,False,False,True
1627745,Damian Jones,GSW,101162,Marcin Gortat,LAC,202699,Tobias Harris,LAC,1,12:00,0021800198,L,211.0,111.0,,,False,False,True
1626172,Kevon Looney,GSW,1626149,Montrezl Harrell,LAC,203110,Draymond Green,GSW,4,5:35,0021800198,L,206.0,101.0,201.0,109.0,False,True,False
1626172,Kevon Looney,GSW,1626149,Montrezl Harrell,LAC,203110,Draymond Green,GSW,4,1:07,0021800198,L,206.0,101.0,201.0,109.0,False,True,False
1628035,Alfonzo McKinnie,GSW,201976,Patrick Beverley,LAC,1626172,Kevon Looney,GSW,5,2:02,0021800198,L,201.0,98.0,185.0,82.0,False,True,False
202684,Tristan Thompson,CLE,203469,Cody Zeller,CHA,1629012,Collin Sexton,CLE,1,12:00,0021800199,W,206.0,115.0,213.0,109.0,False,True,False
203469,Cody Zeller,CHA,202684,Tristan Thompson,CLE,1629012,Collin Sexton,CLE,1,12:00,0021800199,L,213.0,109.0,206.0,115.0,False,False,True
203999,Nikola Jokic,DEN,203991,Clint Capela,HOU,203516,James Ennis III,HOU,1,12:00,0021800200,L,213.0,129.0,208.0,109.0,False,False,True
1627750,Jamal Murray,DEN,201935,James Harden,HOU,200782,P.J. Tucker,HOU,1,9:51,0021800200,L,193.0,98.0,196.0,100.0,False,False,True
203991,Clint Capela,HOU,203999,Nikola Jokic,DEN,203516,James Ennis III,HOU,1,12:00,0021800200,W,208.0,109.0,213.0,129.0,False,True,False
201935,James Harden,HOU,1627750,Jamal Murray,DEN,200782,P.J. Tucker,HOU,1,9:51,0021800200,W,196.0,100.0,193.0,98.0,False,True,False
1627745,Damian Jones,GSW,203458,Alex Len,ATL,1629027,Trae Young,ATL,1,12:00,0021800201,W,211.0,111.0,213.0,113.0,False,False,True
1627745,Damian Jones,GSW,203458,Alex Len,ATL,203145,Kent Bazemore,ATL,3,8:33,0021800201,W,211.0,111.0,213.0,113.0,False,False,True
203458,Alex Len,ATL,1627745,Damian Jones,GSW,1629027,Trae Young,ATL,1,12:00,0021800201,L,213.0,113.0,211.0,111.0,False,True,False
203458,Alex Len,ATL,1627745,Damian Jones,GSW,203145,Kent Bazemore,ATL,3,8:33,0021800201,L,213.0,113.0,211.0,111.0,False,True,False
202696,Nikola Vucevic,ORL,203954,Joel Embiid,PHI,1627732,Ben Simmons,PHI,1,12:00,0021800202,W,211.0,118.0,213.0,127.0,False,False,True
203095,Evan Fournier,ORL,1629013,Landry Shamet,PHI,203488,Mike Muscala,PHI,2,0:20,0021800202,W,201.0,93.0,193.0,86.0,False,False,True
203954,Joel Embiid,PHI,202696,Nikola Vucevic,ORL,1627732,Ben Simmons,PHI,1,12:00,0021800202,L,213.0,127.0,211.0,118.0,False,True,False
1629013,Landry Shamet,PHI,203095,Evan Fournier,ORL,203488,Mike Muscala,PHI,2,0:20,0021800202,L,193.0,86.0,201.0,93.0,False,True,False
2730,Dwight Howard,WAS,202684,Tristan Thompson,CLE,202322,John Wall,WAS,1,12:00,0021800203,W,208.0,120.0,206.0,115.0,False,True,False
202684,Tristan Thompson,CLE,2730,Dwight Howard,WAS,202322,John Wall,WAS,1,12:00,0021800203,L,206.0,115.0,208.0,120.0,False,False,True
201143,Al Horford,BOS,1628976,Wendell Carter Jr.,CHI,1627853,Ryan Arcidiacono,CHI,1,12:00,0021800204,W,206.0,109.0,206.0,122.0,False,False,True
1628976,Wendell Carter Jr.,CHI,201143,Al Horford,BOS,1627853,Ryan Arcidiacono,CHI,1,12:00,0021800204,L,206.0,122.0,206.0,109.0,False,True,False
202334,Ed Davis,BKN,202355,Hassan Whiteside,MIA,1626156,D'Angelo Russell,BKN,1,12:00,0021800205,L,206.0,99.0,213.0,120.0,False,True,False
202355,Hassan Whiteside,MIA,202334,Ed Davis,BKN,1626156,D'Angelo Russell,BKN,1,12:00,0021800205,W,213.0,120.0,206.0,99.0,False,False,True
202685,Jonas Valanciunas,TOR,203083,Andre Drummond,DET,201933,Blake Griffin,DET,1,12:00,0021800206,L,211.0,120.0,208.0,127.0,False,False,True
202328,Greg Monroe,TOR,203493,Reggie Bullock,DET,204038,Langston Galloway,DET,4,9:39,0021800206,L,211.0,120.0,198.0,93.0,False,False,True
203083,Andre Drummond,DET,202685,Jonas Valanciunas,TOR,201933,Blake Griffin,DET,1,12:00,0021800206,W,208.0,127.0,211.0,120.0,False,True,False
203493,Reggie Bullock,DET,202328,Greg Monroe,TOR,204038,Langston Galloway,DET,4,9:39,0021800206,W,198.0,93.0,211.0,120.0,False,True,False
201572,Brook Lopez,MIL,201188,Marc Gasol,MEM,203507,Giannis Antetokounmpo,MIL,1,12:00,0021800207,L,213.0,128.0,211.0,116.0,False,True,False
203507,Giannis Antetokounmpo,MIL,202714,Shelvin Mack,MEM,201144,Mike Conley,MEM,4,3:29,0021800207,L,211.0,110.0,190.0,92.0,False,False,True
