video_id,channel_id,publish_date,collection_date
EL072nmBdBI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-18 04:29:44.000000,2019-12-29 16:13:32.674374
eJM5FkCYsbM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-19 04:56:45.000000,2019-12-29 16:13:32.674255
0HMue2wQMLk,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-20 03:55:21.000000,2019-12-29 16:13:32.674131
Q_TQTBnHhRA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-21 06:14:33.000000,2019-12-29 16:13:32.673982
8IJwoD0pD9E,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-22 05:20:56.000000,2019-12-29 16:13:32.189077
wy-PS3ztz24,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-24 04:39:05.000000,2019-12-29 16:13:32.189037
RGWu6x0oG-w,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-26 06:28:30.000000,2019-12-29 16:13:32.188989
FlREse4m8sc,UCWJ2lWNubArHWmf3FIHbfcQ,2019-05-31 05:28:12.000000,2019-12-29 16:13:32.188936
UiVlpOtbROM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-06-03 04:39:07.000000,2019-12-29 16:13:32.188903
G9xtz7W2_Cg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-06-06 05:35:30.000000,2019-12-29 16:13:32.188869
0BR2QBSKwaY,UCWJ2lWNubArHWmf3FIHbfcQ,2019-06-08 05:30:31.000000,2019-12-29 16:13:32.188836
u_edliCyfKA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-06-11 05:23:40.000000,2019-12-29 16:13:32.188803
neYKt5vs5iQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-06-14 06:15:59.000000,2019-12-29 16:13:32.188769
Q8pmSzktX7o,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.711621
lfp7s7MbCFg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.711710
aU5YYGmw1H4,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.711800
v4vXaeMDoYI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.711891
6T-0BUSjVFM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.711981
Zfi9YG8CWys,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712074
GAukrXpZ0DI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712164
Pg6KW4WoB_8,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712361
hvk5o3McGQo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712456
31XYiX3lDp8,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712548
d_kq6Y93ik0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712637
K24dS5BmzmA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712728
jhGBk5-RXQk,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712820
wlcJwVCi7mw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712254
6nCP-b6aY0I,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 03:32:28.000000,2019-12-29 16:13:31.712910
QPrB5gqSUoo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-23 06:35:22.000000,2019-12-29 16:13:31.711531
T-pIWI77CEI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-25 04:34:34.000000,2019-12-29 16:13:31.711441
5U9SsSkd4z0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-25 20:06:11.000000,2019-12-29 16:13:32.188720
5U9SsSkd4z0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-26 03:42:30.000000,2019-12-29 16:13:31.711351
RzzJXnTQpqU,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-26 07:57:01.000000,2019-12-29 16:13:31.711261
KLG60z3fQ8U,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-27 07:23:59.000000,2019-12-29 16:13:31.711170
FBthWis3PU4,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-28 05:16:14.000000,2019-12-29 16:13:31.711081
FBthWis3PU4,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-28 05:16:16.000000,2019-12-29 16:13:32.188674
5wQR7dw1U30,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-29 06:26:24.000000,2019-12-29 16:13:32.188606
5wQR7dw1U30,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-29 06:26:28.000000,2019-12-29 16:13:31.710990
_RNsOlkMGsM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-30 07:33:39.000000,2019-12-29 16:13:31.710899
AvcGWlyzGvI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-31 06:39:27.000000,2019-12-29 16:13:32.188552
AvcGWlyzGvI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-10-31 06:39:29.000000,2019-12-29 16:13:31.710808
W4BwhhqJdB0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-01 06:06:53.000000,2019-12-29 16:13:31.710715
W4BwhhqJdB0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-01 06:10:13.000000,2019-12-29 16:13:32.188512
M2HGCDCLRRs,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-02 06:47:17.000000,2019-12-29 16:13:32.188471
efVg0kAjKns,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-03 07:00:12.000000,2019-12-29 16:13:32.188430
M2HGCDCLRRs,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-04 03:49:00.000000,2019-12-29 16:13:31.710624
efVg0kAjKns,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-04 03:49:00.000000,2019-12-29 16:13:31.710534
yuGDr7WMB-Q,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-04 05:39:17.000000,2019-12-29 16:13:31.710442
yuGDr7WMB-Q,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-04 05:39:17.000000,2019-12-29 16:13:32.188389
PdePIIhZC9k,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-05 07:12:53.000000,2019-12-29 16:13:31.710351
PdePIIhZC9k,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-05 07:13:46.000000,2019-12-29 16:13:32.188306
oyR_eaydjiw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-06 06:19:12.000000,2019-12-29 16:13:31.710259
oyR_eaydjiw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-06 06:19:20.000000,2019-12-29 16:13:32.188266
mW26rtRjfNw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-07 07:05:39.000000,2019-12-29 16:13:31.710165
mW26rtRjfNw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-07 07:05:43.000000,2019-12-29 16:13:32.188226
5KRkmlSkAJI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-08 08:11:55.000000,2019-12-29 16:13:32.188186
5KRkmlSkAJI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-08 08:11:56.000000,2019-12-29 16:13:31.710067
uvyqVZFxSqc,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-09 07:54:36.000000,2019-12-29 16:13:32.188146
uvyqVZFxSqc,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-09 07:54:37.000000,2019-12-29 16:13:31.709950
e0KFjHLTd9U,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-10 05:50:56.000000,2019-12-29 16:13:31.387290
tDobKkMfPqg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-12 08:59:09.000000,2019-12-29 16:13:31.387177
tDobKkMfPqg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-12 08:59:35.000000,2019-12-29 16:13:32.188105
JH0miu8yLtE,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-12 22:56:17.000000,2019-12-29 16:13:31.387064
hDwx7CrP4mk,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-13 07:08:08.000000,2019-12-29 16:13:31.386950
hDwx7CrP4mk,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-13 07:11:21.000000,2019-12-29 16:13:32.188066
MEZarp_llFk,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-14 06:49:53.000000,2019-12-29 16:13:31.386836
vajwVVKXrsw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-15 08:11:45.000000,2019-12-29 16:13:31.386723
vajwVVKXrsw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-15 08:12:47.000000,2019-12-29 16:13:32.188025
1tYXbB_8pjg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-16 07:53:55.000000,2019-12-29 16:13:31.386610
1tYXbB_8pjg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-16 07:54:36.000000,2019-12-29 16:13:32.187985
TeBW-WByzlw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-17 07:11:16.000000,2019-12-29 16:13:31.386496
TeBW-WByzlw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-17 07:11:37.000000,2019-12-29 16:13:32.187945
zcez2uVOFNI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-18 06:33:42.000000,2019-12-29 16:13:31.386383
giLrg63WsRQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-19 08:30:16.000000,2019-12-29 16:13:32.187905
giLrg63WsRQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-19 08:30:17.000000,2019-12-29 16:13:31.386269
drvl49EhhnM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-20 07:56:53.000000,2019-12-29 16:13:31.386155
B9NMR9EC8mU,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-21 09:06:36.000000,2019-12-29 16:13:31.386042
B9NMR9EC8mU,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-21 09:08:01.000000,2019-12-29 16:13:32.187865
IWHB-fmK_eg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-23 22:23:24.000000,2019-12-29 16:13:31.385927
h1gNVBkJRA8,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-23 22:26:18.000000,2019-12-29 16:13:31.385813
UmHo9vWObzM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-24 06:43:02.000000,2019-12-29 16:13:31.385698
kZ_BcGDOvnQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-25 05:55:12.000000,2019-12-29 16:13:31.385582
kZ_BcGDOvnQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-25 05:55:30.000000,2019-12-29 16:13:32.187825
47GvbJ7L7sQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-26 06:50:37.000000,2019-12-29 16:13:32.187785
47GvbJ7L7sQ,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-26 06:50:38.000000,2019-12-29 16:13:31.385466
xOit8qhpWDY,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-27 05:52:48.000000,2019-12-29 16:13:31.385337
xOit8qhpWDY,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-27 05:53:00.000000,2019-12-29 16:13:32.187745
mwXjQK_KHfg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-28 07:45:30.000000,2019-12-29 16:13:31.385223
mwXjQK_KHfg,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-28 07:47:19.000000,2019-12-29 16:13:32.187704
G5HgtgXI1YU,UCWJ2lWNubArHWmf3FIHbfcQ,2019-11-30 06:55:26.000000,2019-12-29 16:13:31.385108
fng6nRU4iX0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-01 05:20:45.000000,2019-12-29 16:13:31.384992
3f1qf3hpOP0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-02 06:52:57.000000,2019-12-29 16:13:31.384876
3f1qf3hpOP0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-02 06:53:10.000000,2019-12-29 16:13:32.187664
QkFa3BDa0EE,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-03 06:18:58.000000,2019-12-29 16:13:31.384759
tVyk6b5PUtY,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-04 16:33:52.000000,2019-12-29 16:13:32.187623
lKbLxewzCbo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-05 07:31:13.000000,2019-12-29 16:13:32.187583
lKbLxewzCbo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-05 07:31:14.000000,2019-12-29 16:13:31.384644
F8zGx-vFeCo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-06 05:25:59.000000,2019-12-29 16:13:31.384526
F8zGx-vFeCo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-06 05:28:10.000000,2019-12-29 16:13:32.187542
_WLs3KVO9Ic,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-07 08:30:37.000000,2019-12-29 16:13:31.384409
_WLs3KVO9Ic,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-07 08:31:29.000000,2019-12-29 16:13:32.187502
j0UQB26gGjM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-08 07:25:17.000000,2019-12-29 16:13:31.384268
VaE5aKnu6Oc,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-09 07:22:41.000000,2019-12-29 16:13:31.384151
VaE5aKnu6Oc,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-09 07:22:48.000000,2019-12-29 16:13:32.187461
wHirueTlw1Y,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-10 07:26:23.000000,2019-12-29 16:13:31.384034
wHirueTlw1Y,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-10 07:27:50.000000,2019-12-29 16:13:31.383918
wHirueTlw1Y,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-10 08:00:31.000000,2019-12-29 16:13:32.187419
srtzZxLZ7z8,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-11 06:20:46.000000,2019-12-29 16:13:31.383803
EloxyywimBs,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-12 08:07:36.000000,2019-12-29 16:13:31.383688
iRM0y9gao2Y,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-13 08:04:03.000000,2019-12-29 16:13:31.383572
4BT-wpH1B2Y,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-14 12:33:05.000000,2019-12-29 16:13:31.383455
4BT-wpH1B2Y,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-14 12:35:23.000000,2019-12-29 16:13:32.187378
V_hknSLqlkE,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-15 07:17:48.000000,2019-12-29 16:13:31.383340
V_hknSLqlkE,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-15 07:24:05.000000,2019-12-29 16:13:32.187337
JI9tddbRctA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-16 05:55:37.000000,2019-12-29 16:13:31.383226
0otP6D9GHS0,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-17 06:48:34.000000,2019-12-29 16:13:31.383110
UBGvuaAFMUE,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-18 08:26:41.000000,2019-12-29 16:13:31.382995
OjyX2_uj4xM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-19 07:37:27.000000,2019-12-29 16:13:32.187296
OjyX2_uj4xM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-19 07:37:28.000000,2019-12-29 16:13:31.382880
m6EAu8-I5-U,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-20 08:21:30.000000,2019-12-29 16:13:31.382767
m6EAu8-I5-U,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-20 08:27:00.000000,2019-12-29 16:13:32.187255
HAz1QTVCIgY,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-21 08:16:24.000000,2019-12-29 16:13:31.382654
HAz1QTVCIgY,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-21 08:17:18.000000,2019-12-29 16:13:32.187214
VZgMtak4IMw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-22 07:51:21.000000,2019-12-29 16:13:31.382538
VZgMtak4IMw,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-22 07:51:22.000000,2019-12-29 16:13:32.187173
TU-V8t_vrQs,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-23 07:48:47.000000,2019-12-29 16:13:31.382423
mrMcLBuyLHI,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-24 08:07:21.000000,2019-12-29 16:13:31.382308
61CR7FpxrHA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-24 08:25:10.000000,2019-12-29 16:13:31.382191
61CR7FpxrHA,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-24 08:25:23.000000,2019-12-29 16:13:32.187132
ey4w8UR3srM,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-26 08:46:35.000000,2019-12-29 16:13:31.382075
n2wpAl2Qslo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-26 09:24:38.000000,2019-12-29 16:13:31.381956
n2wpAl2Qslo,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-26 09:25:43.000000,2019-12-29 16:13:32.187090
3fDlXpFVZ10,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-27 08:25:08.000000,2019-12-29 16:13:31.381835
3fDlXpFVZ10,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-27 08:28:36.000000,2019-12-29 16:13:32.187046
_TOcgNv9W2A,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-28 08:59:47.000000,2019-12-29 16:13:31.381710
9XS0FZah4ic,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-29 09:05:00.000000,2019-12-29 16:13:32.186991
9XS0FZah4ic,UCWJ2lWNubArHWmf3FIHbfcQ,2019-12-29 09:05:01.000000,2019-12-29 16:13:31.381561
